# [OII]3727+3729 [OIII]5007 [NII]6584 [SII]6717+6731 Z_direct_method Reference
# **********************************************************************************
# **** Please refer to Pilyugin & Grebel (2016) and Ho (2019) for details of   *****
# **** this compilation and cite corresponding paper(s) should this becomes    *****
# **** useful for your work                                                    *****
# **********************************************************************************
# Pilyugin & Grebel (2016) compilation
2.499    3.559    0.129    0.408    7.994    Kehrig2004AJ128
2.202    3.629    0.124    0.375    8.103    Kehrig2004AJ128
2.757    3.421    0.143    0.460    7.814    Kehrig2004AJ128
3.608    1.434    0.175    0.447    7.164    Kehrig2004AJ128
1.950    4.351    0.153    0.284    8.219    Kehrig2004AJ128
1.787    4.648    0.144    0.263    8.267    Kehrig2004AJ128
2.061    4.120    0.164    0.303    8.196    Kehrig2004AJ128
1.468    6.731    0.100    0.308    8.405    Kehrig2004AJ128
2.373    6.766    0.097    0.296    8.143    Kehrig2004AJ128
2.404    5.283    0.196    0.323    8.238    Kehrig2004AJ128
2.832    4.534    0.102    0.410    8.073    Kehrig2004AJ128
1.581    6.203    0.081    0.248    7.960    Kehrig2004AJ128
1.595    4.141    0.057    0.267    7.834    Kehrig2004AJ128
1.789    5.684    0.070    0.311    7.940    Kehrig2004AJ128
1.393    6.592    0.056    0.479    7.996    Kehrig2004AJ128
3.030    3.317    0.107    0.506    7.666    Kehrig2004AJ128
3.253    2.827    0.399    0.656    8.187    Kehrig2004AJ128
3.673    2.910    0.217    0.596    7.780    Kehrig2004AJ128
1.197    5.406    0.055    0.287    7.885    Kehrig2004AJ128
2.045    4.707    0.079    0.317    7.888    Kehrig2004AJ128
1.531    5.201    0.070    0.243    7.900    Kehrig2004AJ128
2.225    4.417    0.086    0.358    8.005    Kehrig2004AJ128
3.083    4.130    0.101    0.420    7.875    Kehrig2004AJ128
0.788    5.788    0.018    0.122    7.698    Kehrig2004AJ128
0.693    6.217    0.022    0.120    7.723    Kehrig2004AJ128
2.305    4.154    0.080    0.336    7.274    Kehrig2004AJ128
2.364    4.193    0.089    0.351    7.253    Kehrig2004AJ128
2.208    4.100    0.066    0.299    7.918    Kehrig2004AJ128
2.682    5.480    0.113    0.355    8.088    Kehrig2004AJ128
2.716    3.432    0.198    0.428    8.295    Kehrig2004AJ128
1.443    6.606    0.042    0.181    8.068    Kehrig2004AJ128
2.507    1.744    0.511    0.832    7.579    Kehrig2004AJ128
2.325    2.078    0.094    0.355    7.660    Kehrig2004AJ128
1.475    2.581    0.053    0.300    7.547    Kehrig2004AJ128
2.277    3.830    0.198    0.450    8.273    Kehrig2004AJ128
2.106    4.143    0.196    0.434    8.382    Kehrig2004AJ128
4.164    3.837    0.184    0.679    7.960    Kehrig2004AJ128
0.406    5.873    0.035    0.092    7.671    Kehrig2004AJ128
2.200    4.699    0.119    0.371    8.244    Kehrig2004AJ128
1.065    6.931    0.052    0.212    7.946    Kehrig2004AJ128
2.199    5.037    0.095    0.390    8.138    Kehrig2004AJ128
2.181    5.133    0.096    0.389    8.202    Kehrig2004AJ128
2.193    4.861    0.091    0.358    8.023    Kehrig2004AJ128
3.564    3.374    0.200    0.632    8.106    Kehrig2004AJ128
2.984    4.110    0.178    0.553    7.901    Kehrig2004AJ128
3.694    3.253    0.232    0.619    8.126    Kehrig2004AJ128
3.554    3.314    0.200    0.628    8.060    Kehrig2004AJ128
3.667    3.339    0.199    0.651    7.795    Kehrig2004AJ128
1.517    5.518    0.080    0.238    7.953    Kehrig2004AJ128
1.508    5.329    0.086    0.239    7.964    Kehrig2004AJ128
1.520    5.767    0.070    0.233    7.953    Kehrig2004AJ128
3.294    4.554    0.200    0.512    7.900    Kehrig2004AJ128
1.985    3.674    0.065    0.528    7.496    Kehrig2004AJ128
5.313    1.692    0.611    1.008    7.845    Kehrig2004AJ128
2.410    3.760    0.170    0.490    7.836    Kehrig2008AA477
0.540    6.020    0.060    0.130    7.970    Kehrig2011AA526
2.150    4.400    0.240    0.420    8.131    Kehrig2011AA526
1.610    2.220    0.075    0.243    7.645    Kennicutt2001AJ121
1.880    1.030    0.646    0.288    8.470    Kennicutt2003ApJ591
1.850    3.160    0.334    0.241    8.380    Kennicutt2003ApJ591
1.980    3.170    0.236    0.298    8.286    Kennicutt2003ApJ591
3.080    2.010    0.440    0.567    8.155    Kennicutt2003ApJ591
1.600    3.690    0.212    0.230    8.263    Kennicutt2003ApJ591
1.510    4.730    0.111    0.161    8.144    Kennicutt2003ApJ591
1.450    3.910    0.208    0.233    8.338    Kennicutt2003ApJ591
2.190    2.840    0.333    0.402    7.925    Kennicutt2003ApJ591
2.120    3.180    0.359    0.372    8.055    Kennicutt2003ApJ591
1.360    1.140    0.483    0.353    6.680    Kennicutt2003ApJ591
1.780    0.230    0.959    0.568    8.590    Kennicutt2003ApJ591
2.180    3.700    0.273    0.312    8.293    Kennicutt2003ApJ591
2.440    3.420    0.163    0.263    8.103    Kennicutt2003ApJ591
3.110    2.670    0.236    0.472    8.138    Kennicutt2003ApJ591
2.000    4.540    0.159    0.291    8.038    Kennicutt2003ApJ591
1.060    6.440    0.068    0.158    8.035    Kennicutt2003ApJ591
2.130    3.950    0.167    0.547    7.883    Kennicutt2003ApJ591
1.740    4.160    0.251    0.232    7.663    Kennicutt2003ApJ591
1.370    5.780    0.085    0.206    8.045    Kennicutt2003ApJ591
1.940    2.270    0.079    0.208    7.532    Kennicutt2003ApJ591
1.850    0.200    0.980    0.680    8.626    Kinkel1994AA282
0.331    3.542    0.015    0.046    7.303    Kniazev2000AA357
1.434    4.778    0.304    0.342    8.127    Kobulnicky1997ApJ477
1.300    4.865    0.103    0.181    8.151    Kobulnicky1997ApJ477
2.332    4.705    0.120    0.381    7.914    Kobulnicky1998ApJ497
2.928    3.665    0.231    0.459    8.069    Kobulnicky1998ApJ497
0.827    6.840    0.043    0.100    7.934    Kunth1983ApJ273
2.520    4.170    0.061    0.253    7.976    Kunth1983ApJ273
2.670    4.390    0.117    0.260    8.166    Kunth1983ApJ273
1.250    5.540    0.064    0.140    7.830    Kunth1983ApJ273
0.877    6.940    0.061    0.129    7.991    Kunth1983ApJ273
0.790    6.290    0.048    0.121    7.822    Kunth1983ApJ273
1.470    5.710    0.062    0.194    7.952    Kunth1983ApJ273
0.408    6.070    0.018    0.049    7.693    Kunth1983ApJ273
1.950    4.420    0.089    0.218    8.014    Kunth1983ApJ273
1.380    5.690    0.095    0.181    8.273    Kunth1983ApJ273
2.060    5.360    0.079    0.154    8.090    Kunth1983ApJ273
0.644    7.740    0.054    0.093    8.105    Kunth1983ApJ273
1.738    4.169    0.170    0.132    8.405    Kwitter1981MNRAS195
2.630    2.089    0.282    0.251    8.213    Kwitter1981MNRAS195
1.995    2.138    0.166    0.172    7.941    Kwitter1981MNRAS195
0.871    5.623    0.085    0.096    7.993    Kwitter1981MNRAS195
1.072    5.623    0.071    0.116    8.051    Kwitter1981MNRAS195
5.350    0.566    0.266    3.034    6.646    LeeHenry2006ApJ642
1.289    5.490    0.014    0.102    8.138    LeeHenry2006ApJ642
1.254    5.630    0.024    0.094    7.938    LeeHenry2006ApJ642
3.053    3.987    0.072    0.223    8.193    LeeHenry2006ApJ642
1.161    3.880    0.048    0.124    7.701    LeeHenry2005ApJ620
2.090    3.940    0.075    0.419    7.902    LeeHenry2005ApJ620
2.040    3.740    0.083    0.399    7.934    LeeHenry2005ApJ620
1.752    1.828    0.042    1.372    7.734    LeeHenry2003AJ125p146
2.542    3.520    0.187    0.523    8.008    LeeHenry2003AJ125p2975
